provincia,partido,localidad,poblacion,adsl,cable_modem,dial_up,fibra_opt,satelital,wireless,telefonia_fija,3g,4g,link,latitud,longitud
Santiago del Estero,Figueroa,Kilómetro 30,243,NO,NO,NO,NO,NO,NO,NO,NO,SI,86070050,-27.3700023759014,-63.5244894191242
Santiago del Estero,Figueroa,La Cañada,1696,NO,NO,NO,SI,SI,SI,NO,NO,SI,86070060,-27.7276588087454,-63.7176686023268
Santiago del Estero,Figueroa,La Invernada,517,NO,NO,NO,SI,NO,SI,NO,NO,NO,86070070,-27.3862606116963,-63.4356002677335
Santiago del Estero,Figueroa,Minerva,128,NO,NO,NO,NO,NO,NO,NO,NO,NO,86070080,-27.539157866442,-63.3590552312354
Santiago del Estero,Figueroa,Vaca Huañuna,185,NO,NO,NO,NO,NO,SI,NO,NO,NO,86070090,-27.4744926059622,-63.4699375343126
Santiago del Estero,Figueroa,Villa Figueroa,72,NO,NO,NO,SI,NO,SI,NO,NO,NO,86070100,-27.7191635118164,-63.4627541092023
Tucuman,Burruyacú,Villa Burruyacú,2168,NO,NO,NO,SI,SI,SI,NO,NO,SI,90007100,-26.5003323203292,-64.7419938212453
Tucuman,Burruyacú,Villa Padre Monti,200,NO,NO,NO,NO,NO,NO,SI,NO,NO,90007110,-26.5064025936102,-64.9998985377047
Tucuman,Capital,San Miguel De Tucumán (Est. Tucumán),548866,SI,SI,SI,SI,SI,SI,SI,SI,SI,90084010,-26.82900979033,-65.2105441811048
Tucuman,Chicligasta,Alpachiri,1838,NO,NO,NO,NO,NO,NO,NO,SI,SI,90021010,-27.3364644479185,-65.7560706396094
Tucuman,Chicligasta,Alto Verde,2341,NO,NO,NO,NO,NO,NO,SI,NO,SI,90021020,-27.3793992485609,-65.6079258666538
Tucuman,Chicligasta,Arcadia,2072,SI,NO,NO,NO,NO,NO,SI,NO,NO,90021030,-27.3069484835773,-65.576067487854
Tucuman,Chicligasta,Concepción,49782,SI,SI,NO,SI,NO,SI,SI,SI,SI,90021050,-27.3421785890325,-65.598557597657
Tucuman,Chicligasta,Iltico,466,NO,NO,NO,NO,NO,NO,NO,NO,SI,90021060,-27.3341500000047,-65.643
Tucuman,Chicligasta,La Trinidad,4274,SI,NO,NO,NO,NO,NO,SI,SI,SI,90021070,-27.413472537684,-65.5152314804134
Tucuman,Chicligasta,Medina,1549,NO,NO,NO,NO,NO,NO,NO,NO,NO,90021080,-27.418836093134,-65.5333450199588
Tucuman,Chicligasta,San Roque,593,NO,NO,NO,NO,NO,NO,NO,NO,NO,90021040,-27.3293616351221,-65.5823860081286
Tucuman,Cruz Alta,Alderetes,41947,NO,SI,NO,SI,NO,NO,SI,SI,SI,90014010,-26.8220641277209,-65.1385924038502
Tucuman,Cruz Alta,Banda Del Río Salí,63226,NO,SI,NO,SI,NO,SI,SI,SI,SI,90014020,-26.8438678881267,-65.1632837939025
Tucuman,Cruz Alta,Barrio Aeropuerto,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8489,-65.1311
Tucuman,Cruz Alta,Colombres,5086,NO,NO,NO,NO,NO,NO,SI,SI,SI,90014040,-26.8835749144059,-65.0999411428557
Tucuman,Cruz Alta,Colonia Mayo - Barrio La Milagrosa,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,90014050,-26.8339561201266,-64.9893799370396
Tucuman,Cruz Alta,Delfín Gallo,8828,NO,NO,NO,NO,NO,SI,SI,NO,NO,90014060,-26.8541670602329,-65.0915199952372
Tucuman,Cruz Alta,El Bracho,613,NO,NO,NO,NO,NO,SI,SI,SI,SI,90014070,-26.9921019189366,-65.1812450251063
Tucuman,Cruz Alta,El Corte,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,90014090,-26.8184460052552,-65.1556778939315
Tucuman,Cruz Alta,El Paraiso,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8346473974393,-65.0955588658241
Tucuman,Cruz Alta,Ex Ingenio Esperanza,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8440192084768,-65.0924758564779
Tucuman,Cruz Alta,Ex Ingenio Los Ralos,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,90014070,-26.8770998455409,-64.9748987513019
Tucuman,Cruz Alta,Ex Ingenio Lujan,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,90014090,-26.8541670602329,-65.0915199952372
Tucuman,Cruz Alta,Ingenio La Florida,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8167179154155,-65.0802671019889
Tucuman,Cruz Alta,La Florida,5959,SI,NO,NO,NO,SI,SI,SI,SI,SI,90014080,-26.8190592540013,-65.0943210848409
Tucuman,Cruz Alta,Las Cejas,1826,NO,NO,NO,NO,SI,NO,NO,SI,SI,90014090,-26.8878173829847,-64.7430772509051
Tucuman,Cruz Alta,Lastenia,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8621611908602,-65.1625825810305
Tucuman,Cruz Alta,Lastenia,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8498779490703,-65.1293137289629
Tucuman,Cruz Alta,Los Gutierrez,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.80204642135,-65.1258766860824
Tucuman,Cruz Alta,Los Ralos,9429,NO,NO,NO,NO,NO,SI,SI,NO,NO,90014100,-26.8770998455409,-64.9748987513019
Tucuman,Cruz Alta,Pacará,830,NO,NO,NO,NO,NO,SI,NO,NO,NO,90014110,-26.8992133086383,-65.1492861893342
Tucuman,Cruz Alta,Ranchillos,6892,NO,NO,NO,NO,NO,SI,SI,SI,SI,90014120,-26.9547865827356,-65.0483776049689
Tucuman,Cruz Alta,San Andrés,3153,SI,NO,NO,SI,NO,NO,SI,NO,SI,90014130,-26.8884969343068,-65.1963401762121
Tucuman,Cruz Alta,Villa Recaste,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90014090,-26.8868084047256,-65.0074356034814
Tucuman,Cruz Alta,Villa Tercera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,90014090,-26.8914692726412,-65.0131822116958
Tucuman,Famaillá,Barrio Casa Rosada,1141,NO,NO,NO,NO,NO,NO,NO,NO,SI,90028010,-27.0430593855029,-65.4291435588925
Tucuman,Famaillá,Campo De Herrera,890,NO,NO,NO,NO,NO,NO,NO,NO,SI,90028020,-27.0256026652764,-65.3464718463273
Tucuman,Famaillá,Ex Ingenio Nueva Baviera,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90028020,-27.0697371751242,-65.3999011552298
Tucuman,Famaillá,Famaillá,22924,SI,NO,NO,SI,SI,SI,SI,SI,SI,90028030,-27.0450456348935,-65.3956359866229
Tucuman,Famaillá,Ingenio Fronterita,13,NO,NO,NO,NO,NO,NO,NO,NO,NO,90028040,-27.0354707281153,-65.455616412105
Tucuman,Graneros,Graneros,2375,NO,NO,NO,NO,SI,SI,SI,SI,SI,90035010,-27.6485245594157,-65.4389216777288
Tucuman,Graneros,Lamadrid,2841,NO,NO,NO,SI,SI,SI,SI,SI,SI,90035020,-27.6466143101473,-65.2504927223474
Tucuman,Graneros,Taco Ralo,1241,NO,NO,NO,NO,NO,SI,SI,SI,SI,90035030,-27.8350683836867,-65.1946017699559
Tucuman,Juan Bautista Alberdi,Juan Bautista Alberdi,18430,SI,NO,NO,NO,SI,NO,SI,SI,SI,90042010,-27.5859774039585,-65.620843677012
Tucuman,Juan Bautista Alberdi,Villa Belgrano,1205,NO,NO,NO,NO,NO,NO,SI,NO,NO,90042020,-27.5271408525417,-65.614612836175
Tucuman,La Cocha,La Cocha,6578,SI,NO,NO,NO,SI,SI,SI,SI,SI,90049010,-27.7730048354523,-65.5864568354594
Tucuman,La Cocha,San José De La Cocha,123,NO,NO,NO,NO,SI,SI,NO,NO,NO,90049020,-27.7315967012344,-65.5827595206013
Tucuman,Leales,Bella Vista,14791,SI,NO,NO,SI,NO,SI,SI,SI,SI,90056010,-27.0310036528782,-65.3086376425668
Tucuman,Leales,Estación Aráoz,1315,NO,NO,NO,NO,NO,NO,NO,SI,SI,90056020,-27.0571152473018,-64.9218123993231
Tucuman,Leales,Los Puestos,274,NO,NO,NO,NO,NO,NO,NO,SI,SI,90056030,-27.2808998221653,-65.0190299575107
Tucuman,Leales,Manuel García Fernández,1061,SI,NO,NO,NO,NO,NO,SI,NO,NO,90056040,-26.9557033913379,-65.272073063004
Tucuman,Leales,Pala Pala,668,NO,NO,NO,NO,SI,SI,SI,NO,SI,90056050,-27.0563442946496,-65.2181035623283
Tucuman,Leales,Río Colorado,1077,NO,NO,NO,NO,NO,SI,NO,SI,SI,90056060,-27.1496800217878,-65.3560513582608
Tucuman,Leales,Santa Rosa De Leales,1934,NO,NO,NO,NO,NO,SI,SI,SI,SI,90056070,-27.1378928767222,-65.2614173877659
Tucuman,Leales,Villa De Leales,1237,NO,NO,NO,NO,NO,SI,SI,NO,SI,90056090,-27.1942605268211,-65.3095561336322
Tucuman,Leales,Villa Fiad - Ingenio Leales,2791,NO,NO,NO,NO,NO,SI,SI,SI,SI,90056080,-27.0677472403134,-65.2354487523003
Tucuman,Lules,Barrio Araujo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90063040,-26.8418175731977,-65.2753559359172
Tucuman,Lules,Barrio San Felipe,2157,NO,NO,NO,NO,NO,NO,NO,SI,SI,90063010,-26.8749835532106,-65.2322262379925
Tucuman,Lules,El Manantial,14582,NO,SI,NO,SI,NO,SI,SI,SI,SI,90063020,-26.8445604430497,-65.2856690422125
Tucuman,Lules,Ingenio San Pablo,9620,SI,NO,NO,SI,NO,SI,SI,SI,SI,90063030,-26.8739965593381,-65.3103499893471
Tucuman,Lules,La Reducción,5029,SI,NO,NO,NO,NO,NO,SI,SI,SI,90063040,-26.9601338991114,-65.3514727517897
Tucuman,Río Chico,Santa Ana,7871,SI,NO,NO,NO,NO,NO,SI,NO,SI,90077040,-27.4722321360222,-65.6841675424243
Tucuman,Río Chico,Villa Clodomiro Hileret,699,NO,NO,NO,NO,NO,NO,NO,NO,NO,90077050,-27.4739466117854,-65.6592300213907
Tucuman,Simoca,Atahona,399,NO,NO,NO,NO,NO,SI,NO,SI,SI,90091010,-27.4175004497156,-65.2878399932446
Tucuman,Simoca,Monteagudo,880,NO,NO,NO,NO,NO,SI,NO,SI,SI,90091020,-27.5109095164641,-65.2776930194393
Tucuman,Simoca,Nueva Trinidad,214,NO,NO,NO,NO,NO,SI,NO,NO,NO,90091030,-27.4845113363814,-65.4912509331708
Tucuman,Simoca,Santa Cruz,187,NO,NO,NO,NO,NO,NO,NO,NO,NO,90091040,-27.3865618797716,-65.4563894902029
Tucuman,Simoca,Simoca,8351,NO,NO,NO,NO,NO,SI,SI,SI,SI,90091050,-27.2624226707095,-65.3552894738936
Tucuman,Simoca,Villa Chicligasta,291,NO,NO,NO,NO,NO,SI,NO,NO,NO,90091060,-27.4352233904382,-65.163544429074
Tucuman,Tafí del Valle,Amaicha Del Valle,1327,NO,NO,NO,SI,SI,SI,SI,SI,SI,90098010,-26.5936376610691,-65.9279885664724
Tucuman,Tafí del Valle,Colalao Del Valle,632,NO,NO,NO,NO,NO,SI,SI,NO,SI,90098020,-26.3605355069816,-65.9589195037969
Tucuman,Tafí del Valle,El Mollar,1906,NO,NO,NO,NO,SI,SI,SI,NO,SI,90098030,-26.9392209221338,-65.7081542446876
Tucuman,Tafí del Valle,Tafí Del Valle,3403,SI,NO,NO,NO,SI,SI,SI,SI,SI,90098040,-26.8527978993495,-65.7085573791718
Tucuman,Tafí Viejo,Barrio El Cruce,620,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105010,-26.7081441784822,-65.2200815585159
Tucuman,Tafí Viejo,Barrio Lomas De Tafí,528,SI,NO,NO,NO,NO,NO,SI,NO,SI,90105020,-26.7465814588322,-65.2334174034289
Tucuman,Tafí Viejo,Barrio Mutual San Martín,1132,SI,NO,NO,NO,NO,NO,SI,SI,SI,90105030,-26.7180167498877,-65.2249109374961
Tucuman,Tafí Viejo,Barrio Parada 14,294,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105040,-26.7527987012624,-65.248427031041
Tucuman,Tafí Viejo,Barrio U.T.A. Ii,1455,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105050,-26.756263713385,-65.2390248245137
Tucuman,Tafí Viejo,Diagonal Norte - Luz Y Fuerza - Los Pocitos - Villa Nueva Italia (6),11494,NO,NO,NO,SI,NO,NO,SI,NO,SI,90105060,-26.7815251300034,-65.2193041804807
Tucuman,Lules,Lules,21088,SI,SI,NO,SI,NO,SI,SI,SI,SI,90063050,-26.9239379177434,-65.3364017910576
Tucuman,Monteros,Acheral,2683,SI,NO,NO,SI,NO,SI,SI,SI,SI,90070010,-27.12072050474,-65.4705647177524
Tucuman,Monteros,Capitán Cáceres,513,NO,NO,NO,NO,NO,SI,NO,NO,NO,90070020,-27.1895217713073,-65.6039648120293
Tucuman,Monteros,Monteros,23274,SI,NO,NO,SI,NO,SI,SI,SI,SI,90070030,-27.1674766637374,-65.4987774491472
Tucuman,Monteros,Pueblo Independencia,3530,SI,NO,NO,NO,NO,NO,SI,SI,SI,90070040,-27.2207848342688,-65.527417311463
Tucuman,Monteros,Río Seco,5131,SI,NO,NO,SI,NO,SI,SI,SI,SI,90070050,-27.2690482043801,-65.5593459528459
Tucuman,Monteros,Santa Lucía,5704,SI,NO,NO,NO,NO,SI,SI,NO,SI,90070060,-27.0930813575252,-65.5325624964532
Tucuman,Monteros,Sargento Moya,575,NO,NO,NO,NO,NO,SI,NO,NO,NO,90070070,-27.2278200846423,-65.6598562004025
Tucuman,Monteros,Soldado Maldonado,805,NO,NO,NO,NO,NO,NO,NO,NO,NO,90070080,-27.1423360079647,-65.5656822015637
Tucuman,Monteros,Teniente Berdina,907,NO,NO,NO,NO,NO,SI,NO,NO,NO,90070090,-27.050034787094,-65.4875831419552
Tucuman,Monteros,Villa Quinteros,4240,SI,NO,NO,NO,NO,SI,SI,SI,SI,90070100,-27.2536712257247,-65.5524720047212
Tucuman,Río Chico,Aguilares,32908,SI,NO,NO,NO,NO,SI,SI,SI,SI,90077010,-27.4298511184032,-65.6204066716154
Tucuman,Río Chico,Ingenio Santa Barbara,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90077020,-27.4557975105898,-65.6064955796251
Tucuman,Río Chico,Los Sarmientos,3010,SI,NO,NO,NO,NO,NO,SI,NO,NO,90077020,-27.413720870217,-65.695439891394
Tucuman,Río Chico,Río Chico,758,NO,NO,NO,NO,NO,NO,NO,NO,NO,90077030,-27.4809961150586,-65.6214061319444
Tucuman,Tafí Viejo,El Cadillal,865,NO,NO,NO,NO,NO,NO,SI,SI,SI,90105070,-26.6325444298094,-65.2057408343078
Tucuman,Tafí Viejo,Tafí Viejo,39601,SI,SI,NO,SI,NO,SI,SI,SI,SI,90105080,-26.7312682798666,-65.2558176904322
Tucuman,Tafí Viejo,Villa Las Flores,599,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105090,-26.7695777143466,-65.233609939011
Tucuman,Tafí Viejo,Villa Mariano Moreno - El Colmenar,52960,NO,SI,NO,SI,NO,NO,SI,SI,SI,90105100,-26.7759821127859,-65.2019701714422
Tucuman,Trancas,Choromoro,471,NO,NO,NO,NO,NO,NO,NO,SI,SI,90112010,-26.4107463918543,-65.3199726179681
Tucuman,Trancas,San Pedro De Colalao,3065,NO,NO,NO,NO,NO,SI,SI,SI,SI,90112020,-26.2357654346434,-65.4938515563214
Tucuman,Trancas,Villa De Trancas,4429,SI,NO,NO,NO,NO,SI,SI,SI,SI,90112030,-26.2307317035992,-65.285166490246
Tucuman,Yerba Buena,Barrio San José Iii,1703,NO,NO,NO,NO,NO,NO,NO,NO,SI,90119010,-26.7964431224326,-65.2657159116952
Tucuman,Yerba Buena,Cevil Redondo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90119030,-26.7789639578912,-65.2853208416875
Tucuman,Yerba Buena,Country Jockey Club,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,90119010,-26.7629680018015,-65.3079476709365
Tucuman,Yerba Buena,Ex Ingenio San Jose,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90119030,-26.7992050305522,-65.2646764135868
Tucuman,Yerba Buena,Villa Carmela,14728,SI,NO,NO,NO,NO,SI,SI,SI,SI,90119020,-26.7677751896138,-65.2708444093707
Tucuman,Yerba Buena,Villa San Javier,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,90119010,-26.7825946807861,-65.3595657348633
Tucuman,Yerba Buena,Yerba Buena - Marcos Paz,57392,SI,SI,NO,SI,NO,NO,SI,SI,SI,90119030,-26.8088452576169,-65.3106988268486
Santa Fe,San Lorenzo,San Lorenzo,45958,SI,SI,NO,SI,NO,SI,SI,SI,SI,82119130,-32.7523069549362,-60.7356209815072
Santa Fe,San Lorenzo,Timbúes,3694,SI,NO,NO,SI,SI,SI,SI,SI,SI,82119140,-32.6696252682834,-60.7943548240758
Santa Fe,San Lorenzo,Villa Elvira,297,NO,NO,NO,NO,NO,SI,NO,SI,SI,82119150,-32.6429185717722,-60.8177095118801
Santa Fe,San Lorenzo,Villa Mugueta,2139,NO,SI,NO,NO,SI,NO,SI,NO,SI,82119160,-33.3139349307156,-61.0570695285482
Santa Fe,San Martín,Cañada Rosquín,5008,NO,NO,NO,NO,NO,NO,SI,SI,SI,82126010,-32.0562934036888,-61.6025429947826
Santa Fe,San Martín,Carlos Pellegrini,4971,SI,NO,NO,NO,NO,NO,SI,SI,SI,82126020,-32.0526642372536,-61.78894991246
Santa Fe,San Martín,Casas,729,NO,SI,NO,NO,NO,NO,SI,NO,SI,82126030,-32.1279976039457,-61.5421282200809
Santa Fe,San Martín,Castelar,614,NO,NO,NO,NO,NO,SI,SI,NO,SI,82126040,-31.6691692674795,-62.0899867120516
Santa Fe,San Martín,Colonia Belgrano,908,NO,SI,NO,NO,NO,NO,NO,NO,SI,82126050,-31.9118940838345,-61.4023835358505
Santa Fe,San Martín,Crispi,267,NO,NO,NO,NO,NO,NO,SI,NO,SI,82126060,-31.7417252131656,-62.0378765362955
Santa Fe,San Martín,El Trébol,11086,SI,SI,NO,SI,NO,SI,SI,SI,SI,82126070,-32.2030242455008,-61.7028944914559
Santa Fe,San Martín,Landeta,1357,SI,SI,NO,NO,NO,NO,SI,SI,SI,82126080,-32.0138147005941,-62.0611771301989
Santa Fe,San Martín,Las Bandurrias,172,NO,SI,NO,NO,NO,NO,NO,NO,SI,82126090,-32.1991899646564,-61.4927940449511
Santa Fe,San Martín,Las Petacas,872,NO,NO,NO,NO,NO,NO,NO,NO,SI,82126100,-31.8247278111096,-62.1089907898346
Santa Fe,San Martín,Los Cardos,1310,SI,SI,NO,NO,SI,NO,SI,SI,SI,82126110,-32.3243031135987,-61.6321111218833
Santa Fe,San Martín,María Susana,3197,SI,NO,NO,SI,NO,SI,SI,SI,SI,82126120,-32.2654856687264,-61.9010253248989
Santa Fe,San Martín,Piamonte,3336,NO,SI,NO,NO,NO,NO,SI,NO,SI,82126130,-32.1458665241358,-61.9811202181808
Santa Fe,San Martín,San Jorge,17615,SI,SI,NO,SI,SI,SI,SI,SI,SI,82126140,-31.898003817155,-61.8603287777206
Santa Fe,San Martín,San Martín De Las Escobas,2299,SI,SI,NO,NO,NO,SI,SI,SI,SI,82126150,-31.8596737471682,-61.5702157763693
Santa Fe,San Martín,Sastre,5425,SI,NO,NO,SI,NO,SI,SI,SI,SI,82126160,-31.7695325241636,-61.8294529565696
Santa Fe,San Martín,Traill,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,82126170,-31.9225991219581,-61.7024471962412
Santa Fe,San Martín,Wildermuth (Est. Granadero B. Bustos),155,NO,NO,NO,NO,NO,NO,NO,NO,NO,82126180,-31.9469900287545,-61.4025551450022
Santa Fe,Vera,Calchaquí,9651,SI,NO,NO,NO,SI,SI,SI,SI,SI,82133010,-29.8905436040639,-60.285737676357
Santa Fe,Vera,Cañada Ombú,518,NO,NO,NO,NO,SI,SI,NO,NO,SI,82133020,-28.31083042196,-59.9837166450891
Santa Fe,Vera,Colmena,141,NO,NO,NO,NO,SI,NO,NO,NO,NO,82133030,-28.7658190432744,-60.0880421430925
Santa Fe,Vera,Fortín Olmos,1991,NO,NO,NO,NO,SI,SI,SI,NO,SI,82133040,-29.0560211845387,-60.4143945851651
Santa Fe,Vera,Garabato,995,NO,NO,NO,NO,NO,SI,SI,NO,SI,82133050,-28.9553447407242,-60.1384384332405
Santa Fe,Vera,Golondrina,563,NO,NO,NO,NO,NO,SI,SI,NO,SI,82133060,-28.5588709585467,-60.0251919319472
Santa Fe,Vera,Intiyaco,1132,NO,NO,NO,NO,SI,SI,SI,NO,SI,82133070,-28.6779253668564,-60.0724684333926
Santa Fe,Vera,Kilómetro 115,182,NO,NO,NO,NO,NO,SI,NO,NO,NO,82133080,-28.8247510907656,-60.2256036446499
Santa Fe,Vera,La Gallareta,2189,NO,NO,NO,NO,NO,SI,SI,NO,SI,82133090,-29.5854889982809,-60.3799393729758
Santa Fe,Vera,Los Amores,1052,NO,NO,NO,NO,NO,SI,SI,NO,SI,82133100,-28.1063721680455,-59.9786648326772
Santa Fe,Vera,Margarita,3534,NO,SI,NO,NO,SI,SI,SI,SI,SI,82133110,-29.6910879587641,-60.2524652684442
Santa Fe,Vera,Paraje 29,185,NO,NO,NO,NO,SI,SI,NO,NO,NO,82133120,-29.1097652045099,-60.2391297738452
Santa Fe,Vera,Pozo De Los Indios,440,NO,NO,NO,NO,SI,SI,NO,NO,NO,82133130,-28.9451306017322,-60.2520035726174
Santa Fe,Vera,Pueblo Santa Lucía,185,NO,NO,NO,NO,NO,SI,NO,NO,SI,82133140,-29.2838158063585,-60.4038564051536
Santa Fe,Vera,Tartagal (Est. El Tajamar),1599,NO,NO,NO,NO,NO,SI,NO,NO,SI,82133150,-28.6722104503175,-59.8468195282736
Santa Fe,Vera,Toba,266,NO,NO,NO,NO,SI,SI,NO,NO,NO,82133160,-29.2675884279209,-60.1726559005792
Santa Fe,Vera,Vera (Est. Gobernador Vera),19185,SI,NO,NO,NO,NO,SI,SI,SI,SI,82133170,-29.4629204507651,-60.2133477841634
Santiago del Estero,Aguirre,Argentina,64,NO,NO,NO,NO,NO,NO,NO,NO,SI,86007010,-29.534757123817,-62.2668044844868
Santiago del Estero,Aguirre,Malbrán,1098,SI,NO,NO,NO,SI,NO,SI,SI,SI,86007030,-29.3352110611277,-62.3314794611812
Santiago del Estero,Aguirre,Villa General Mitre (Est. Pinto),4678,NO,SI,NO,NO,SI,SI,SI,SI,SI,86007040,-29.1396357162399,-62.5623960538287
Santiago del Estero,Alberdi,Campo Gallo,6222,NO,NO,NO,SI,SI,SI,SI,NO,SI,86014010,-26.5814190604185,-62.8262003213668
Santiago del Estero,Alberdi,Coronel Manuel L. Rico,78,NO,NO,NO,NO,SI,NO,NO,NO,NO,86014020,-26.3836138959603,-61.8096452907377
Santiago del Estero,Alberdi,Donadeu,559,NO,NO,NO,SI,NO,NO,NO,NO,NO,86014030,-26.71841825532,-62.6879637973159
Santiago del Estero,Alberdi,Sachayoj,2777,NO,NO,NO,SI,SI,NO,SI,NO,SI,86014040,-26.6495967935988,-61.7871497439271
Santiago del Estero,Alberdi,Santos Lugares,313,NO,NO,NO,SI,SI,SI,NO,NO,NO,86014050,-26.6920881873751,-63.5584901602003
Santiago del Estero,Atamisqui,Estación Atamisqui,418,NO,NO,NO,SI,SI,NO,NO,NO,SI,86021010,-28.4989570837627,-63.9077257443296
Santiago del Estero,Atamisqui,Medellín,565,NO,NO,NO,SI,SI,SI,NO,NO,NO,86021020,-28.6675583374352,-63.7041964723455
Santiago del Estero,Atamisqui,Villa Atamisqui,3289,NO,NO,NO,SI,SI,SI,SI,SI,SI,86021030,-28.5100801277829,-63.7395224086495
Santiago del Estero,Avellaneda,Colonia Dora,3364,SI,SI,NO,NO,SI,SI,SI,SI,SI,86028010,-28.6003169561704,-62.872101252199
Santiago del Estero,Avellaneda,Herrera,1894,NO,SI,NO,NO,SI,NO,SI,SI,SI,86028020,-28.485845127167,-62.9926469968689
Santiago del Estero,Banda,Tramo 20,116,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035150,-27.7483335678157,-64.0791400566417
Santiago del Estero,Belgrano,Bandera,6536,NO,SI,NO,SI,SI,SI,SI,SI,SI,86042010,-28.8735129458763,-62.169826238046
Santiago del Estero,Belgrano,Cuatro Bocas,115,NO,NO,NO,NO,SI,SI,SI,NO,NO,86042020,-28.8789396191069,-61.8155670834195
Santiago del Estero,Belgrano,Fortín Inca,487,NO,NO,NO,NO,SI,SI,SI,NO,NO,86042030,-29.1040556658268,-61.8431626122076
Santiago del Estero,Belgrano,Guardia Escolta,894,SI,SI,NO,NO,SI,SI,SI,NO,SI,86042040,-28.9703488914731,-62.035706028836
Santiago del Estero,Capital,El Deán,655,NO,NO,NO,NO,NO,NO,NO,SI,SI,86049010,-27.7351697774199,-64.3057691663459
Santiago del Estero,Capital,El Mojón,85,NO,NO,NO,NO,SI,SI,NO,NO,NO,86049020,-28.0035728575011,-64.1447936528647
Santiago del Estero,Capital,El Zanjón,2290,NO,NO,NO,NO,SI,SI,NO,NO,NO,86049030,-27.886040581301,-64.1730797752693
Santiago del Estero,Capital,Los Cardozos,165,NO,NO,NO,SI,NO,SI,NO,NO,NO,86049040,-27.9481087215396,-64.1435890450184
Santiago del Estero,Capital,Maco,550,NO,NO,NO,NO,NO,SI,NO,SI,SI,86049050,-27.847639,-64.2284572
Santiago del Estero,Capital,Maquito,84,NO,NO,NO,NO,SI,SI,NO,SI,SI,86049060,-27.8717,-64.2444
Santiago del Estero,Capital,Morales,204,NO,NO,NO,NO,NO,SI,NO,NO,NO,86049070,-27.7097477481356,-64.3236662614394
Santiago del Estero,Capital,Puesto De San Antonio,84,NO,NO,NO,NO,NO,NO,NO,NO,SI,86049080,-27.6875293590131,-64.3395984822365
Santiago del Estero,Capital,San Pedro,250,NO,NO,NO,NO,NO,SI,NO,NO,NO,86049090,-27.9550739860833,-64.1078997635937
Santiago del Estero,Capital,Santa María,338,NO,NO,NO,NO,NO,SI,NO,NO,NO,86049100,-27.9635432986366,-64.1529363950511
Santiago del Estero,Avellaneda,Icaño,1975,NO,SI,NO,NO,SI,SI,SI,NO,SI,86028030,-28.6807238990398,-62.7989820714201
Santiago del Estero,Avellaneda,Lugones,1222,NO,SI,NO,NO,SI,NO,SI,SI,SI,86028040,-28.3418852045255,-63.2706691942439
Santiago del Estero,Avellaneda,Real Sayana,1412,NO,SI,NO,NO,NO,NO,NO,SI,SI,86028050,-28.8151294886589,-62.7610345462438
Santiago del Estero,Avellaneda,Villa Mailín,1061,NO,NO,NO,NO,SI,SI,NO,NO,SI,86028060,-28.4893268442445,-63.2031078475841
Santiago del Estero,Banda,Abra Grande,138,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035010,-27.2931330160432,-64.379064524629
Santiago del Estero,Banda,Antajé,210,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035020,-27.6541057611577,-64.2241078600325
Santiago del Estero,Banda,Ardiles,203,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035030,-27.445260675861,-64.4578107564898
Santiago del Estero,Banda,Cañada Escobar,269,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035040,-27.7354009098552,-63.9954837188723
Santiago del Estero,Banda,Chaupi Pozo,382,NO,NO,NO,SI,NO,NO,NO,NO,SI,86035050,-27.5289028812003,-64.3963586561163
Santiago del Estero,Banda,Clodomira,9661,NO,NO,NO,SI,SI,SI,SI,SI,SI,86035060,-27.5939389294979,-64.0826491614352
